YEAR,MONTH,DATE,SITE,TRANSECT,SP_CODE,PERCENT_COVER,DENSITY,WM_GM2,DRY_GM2,SFDM,AFDM,SCIENTIFIC_NAME,COMMON_NAME,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,GROUP,MOBILITY,GROWTH_MORPH,COARSE_GROUPING
2018,9,2018-09-12,IVEE,9,EUQU,-99999,0,0,0,0,0,Eupentacta quinquesemita,White Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,FB,0,-99999,0,0,0,0,Ectocarpaceae spp.,Filamentous brown & Diatom Mats,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,-99999,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,FTHR,1.25,-99999,8.75,0.875,0.875,0.34125,Neoptilota spp.; Ptilota spp.; Rhodoptilum spp.,Ceramiales Complex: Neoptilota Ptilota Rhodoptilum Pterosiphonia,Plantae,Rhodophyta,Florideophyceae,Ceramiales,-99999,-99999,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,GR,0,-99999,0,0,0,0,Gelidium spp. ,Agarweed,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,GS,1.25,-99999,31.25,2.8125,2.8125,1.209375,Gracilaria spp.,-99999,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,GYSP,0,-99999,0,0,0,0,Gymnogongrus spp.,-99999,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Gymnogongrus,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,HARG,-99999,0,0,0,-99999,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,HARU,-99999,0,0,0,0,0,Haliotis rufescens,Red Abalone,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,HCAR,-99999,0,0,0,-99999,0,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,HROS,-99999,0,0,0,-99999,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,HRUB,-99999,0,0,0,-99999,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,HSEM,-99999,0,0,0,-99999,0,Halichoeres semicinctus,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,IR,0,-99999,0,0,0,0,Mazzaella spp. ,-99999,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Mazzaella,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,KEKE,-99999,0.025,1.96158978261121,1.63792746848036,0.141234464348007,0.11377220739145,Kelletia kelletii,Kellet's Welk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Kelletia,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,LAFA,-99999,0,0,0,0,0,Laminaria farlowii,Oar Weed,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,LHIR,-99999,0,0,0,-99999,0,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,LIGL,-99999,0.5125,34.2122983851308,21.690597176173,1.91588870956733,1.40270423379036,Pomaulax gibberosus; Megastraea undosa,Wavey Turbin Snail,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,-99999,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,LINU,0,-99999,0,0,0,0,Lissothuria nutriens,Scarlet Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Lissothuria,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,LNUT,0,-99999,0,0,0,0,Leucilla nuttingi,Urn Sponge,Animalia,Porifera,Calcarea,Leucosolenida,Amphoriscidae,Leucilla,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,LOCH,-99999,0,0,0,0,0,Leptogorgia chilensis,Red Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Leptogorgia,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,LOGR,-99999,0,0,0,0,0,Loxorhynchus grandis,Sheep Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Loxorhynchus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,LS,0,-99999,0,0,0,0,Laurencia spp.,-99999,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,LX,0,-99999,0,0,0,0,Osmundea spectabilis,-99999,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Osmundea,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,MAPY,-99999,6.7375,4481.99230769231,582.659,582.659,157.31793,Macrocystis pyrifera,Giant Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,ALGAE,SESSILE,SOLITARY,GIANT KELP
2018,9,2018-09-12,IVEE,9,MCAL,-99999,0,0,0,-99999,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,MECR,-99999,0.0125,3.3271763092968,0.721997259117406,0.492422093775927,0.409242686043507,Megathura crenulata,Giant Key Hole Limpet,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,MIID,-99999,0,0,0,0,0,Atrimitra idae,Ida's Mitre,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Atrimitra,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,MUCA,-99999,0.254166666666667,2.30069564337765,0.963991474575235,0.333600868289758,0.257677912058296,Muricea californica,California Golden Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,MUFR,-99999,0.0125,0.107747447755831,0.0451461806096932,0.0156233799245955,0.0120677141486531,Muricea fruticosa,Brown Gorgonian,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,NA,0,-99999,0,0,0,0,Nienburgia andersoniana,-99999,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Nienburgia,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,NONO,-99999,0,0,0,0,0,Norrisia norrisii,Norris's Topsnail,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,OCAL,-99999,0.075,4.14,1.0557,-99999,0.8487,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,OCTO,-99999,0,0,0,0,0,Octopus spp. ,-99999,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,OPES,-99999,0,0,0,0,0,Ophioplocus esmarki,Smooth Brittle Star,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Hemieuryalidae,Ophioplocus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,OPIC,-99999,0,0,0,-99999,0,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,OPSP,-99999,0,0,0,0,0,Ophiothrix spiculata,Spiny Brittle Star,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,PA,0,-99999,0,0,0,0,Phragmatopoma californica,Colonial Sand Tube Worm,Animalia,Annelida,Polychaeta,-99999,Sabellariidae,Phragmatopoma,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,PACA,-99999,39.5,3261.57694548592,2312.45805434951,313.111386766648,234.833540074986,Parapholas californica,Scaleside Piddock,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Parapholas,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,PAFI,-99999,0.333333333333333,2.68962867577783,0.481443532964232,0.481443532964232,0.403444301366674,Pachycerianthus fimbriatus,Tube Dwelling Anemone,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Pachycerianthus,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,PAIN,-99999,0.05,14.0660924906562,4.17762946972489,2.20837652103302,1.94112076371056,Panulirus interruptus,California Spiny Lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,PAPA,-99999,0,0,0,0,0,Apostichopus parvimensis,Warty Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,PAST,-99999,0,0,0,0,0,Paracyathus stearnsii,Brown Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,PCAL,-99999,0,0,0,-99999,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,PCLA,-99999,0.1625,56.57,14.42535,-99999,11.59685,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,PFUR,-99999,0,0,0,-99999,0,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,PGL,-99999,0.0125,1.44291399089124,0.399687175476873,0.12841934518932,0.0721456995445619,Pisaster giganteus,Giant Spined Sea Star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,PHSE,0,-99999,0,0,0,0,Phycodrys setchellii,-99999,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,PL,0,-99999,0,0,0,0,Prionitis lanceolata,-99999,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,PNEB,-99999,0,0,0,-99999,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,POL,-99999,0,0,0,0,0,Pisaster ochraceus,Ochre sea star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,POLA,0,-99999,0,0,0,0,Polyneura latissima,-99999,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,PRSP,0,-99999,0,0,0,0,Prionitis linearis,-99999,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,PRUB,-99999,0,0,0,0,0,Pachythyone rubra,-99999,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Pachythyone,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,PTCA,-99999,0.5,1.96153846153846,0.255,0.255,0.0816,Pterygophora californica,Palm Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Pterygophora,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,PUPR,-99999,0,0,0,0,0,Pugettia producta,Kelp Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,R,1.25,-99999,9.53125,1.525,1.525,0.71675,Rhodymenia californica,-99999,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,RAT,3.75,-99999,13.2236842105263,2.5125,2.5125,0.979875,small Ceramiaceae spp.,Red algal turf,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,-99999,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,RTOX,-99999,0,0,0,-99999,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,SABW,0,-99999,0,0,0,0,Sabellidae spp.,Sabellid Wom,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,-99999,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,SAFU,0,-99999,0,0,0,0,Sarcodiotheca furcata,-99999,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Sarcodiotheca,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,SAMU,-99999,0,0,0,0,0,Sargassum muticum,Wire-weed,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,SATR,-99999,0,0,0,-99999,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,SCCA,0,-99999,0,0,0,0,Scinaia confusa,-99999,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Scinaiaceae,Scinaia,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,SE,0,-99999,0,0,0,0,Thylacodes squamigerus,Scaled Worm Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,SFL,-99999,0,0,0,0,0,Mesocentrotus franciscanus,Red Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,SGUT,-99999,0,0,0,-99999,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,SPL,-99999,1,25.8001093518053,8.95263794507644,4.17961771499246,3.66361552795635,Strongylocentrotus purpuratus,Purple Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,SPUL,-99999,0.0375,11.72,2.9886,-99999,2.4026,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,SSER,-99999,0,0,0,-99999,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,ST,1.25,-99999,2.884205,1.18252405,0.193241735,0.01730523,Salmacina tribranchiata,Fragile Tube Worm,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Salmacina,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,STIN,0,-99999,0,0,0,0,Stenogramma californicum,-99999,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,9,STMO,-99999,0.166666666666667,1.28089135951071,0.175482116252968,0.175482116252968,0.121684679153518,Styela montereyensis,Stalked Tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,TC,3.75,-99999,2.22699375,0.73268094375,0.0846257625,0.05122085625,Thalamoporella californica,-99999,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Thalamoporellidae,Thalamoporella,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,TEAU,-99999,0.166666666666667,14.1144215488664,3.44391885792341,3.44391885792341,1.73607385051057,Tethya aurantium,Orange Puffball Sponge,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,TESP,-99999,0,0,0,0,0,Tegula spp. ,-99999,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,9,TSEM,-99999,0.0125,155.8,44.403,-99999,-99999,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,9,UIH,0,-99999,0,0,0,0,Ectopleura crocea; Eudendrium californicum; Schuchertinia milleri,Unidentified hydroid,Animalia,Cnidaria,Hydrozoa,Anthoathecata,-99999,-99999,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,URLO,-99999,0.166666666666667,1.36730636249749,0.258420902512025,0.258420902512025,0.218769017999598,Urticina eques,Whit-Spotted Rose Anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,INVERT,SESSILE,SOLITARY,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,UT,3.75,-99999,3.455835,0.936531285,0.936531285,0.15205674,Unidentified Didemnidae spp. ,Unidentified compound tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,-99999,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,9,UV,0,-99999,0,0,0,0,Ulva spp.,Sea Lettuce,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,AB,0,-99999,0,0,0,0,Abietinaria spp.,Coarse Sea Fir Hydroid,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,AL,0,-99999,0,0,0,0,Astrangia haimei,Aggregating cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,AML,-99999,0,0,0,0,0,Patiria miniata,Bat Star,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,10,ANDA,-99999,0,0,0,-99999,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,10,ANSP,-99999,3.66666666666667,36.992214070437,6.9915284593126,6.9915284593126,5.91875425126993,Anthopleura spp.,Aggregating anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,APCA,-99999,0,0,0,0,0,Aplysia californica,California Brown Sea Hare,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,10,AR,0,-99999,0,0,0,0,Eudistoma psammion,Sand Tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,AS,0,-99999,0,0,0,0,Agalophenia spp. ,Ostrich-Plume Hydroid,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,ATM,0,-99999,0,0,0,0,Ischyroceridae spp.,Amphipod tube mat,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,-99999,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,AU,0,-99999,0,0,0,0,Acrosorium ciliolatum,-99999,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,BAEL,-99999,0,0,0,0,0,Balanophyllia elegans,Orange Cup Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,BF,0,-99999,0,0,0,0,Cryptopleura ruprechtiana,Grape Tounge,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,BFRE,-99999,0,0,0,-99999,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,10,BN,0,-99999,0,0,0,0,Bugula neritina,-99999,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,BO,0,-99999,0,0,0,0,Bossiella orbigniana,-99999,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,BOTH,-99999,0,0,0,-99999,0,Unidentified Flatfish spp.,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,-99999,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,10,BR,0,-99999,0,0,0,0,Halymenia spp.; Schizymenia pacifica,Blady red,Plantae,Rhodophyta,Florideophyceae,-99999,-99999,-99999,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,BRAY,-99999,0,0,0,-99999,-99999,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,MOBILE,SOLITARY,FISH
2018,9,2018-09-12,IVEE,10,CAL,0,-99999,0,0,0,0,Calliarthron cheilosporioides,-99999,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Calliarthron,ALGAE,SESSILE,AGGREGATED,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,CASP,-99999,0.0125,5.34897310675262,2.61029887609528,1.36398814222192,0.855835697080419,Cancer spp. ,Cancer Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,INVERT,MOBILE,SOLITARY,MOBILE INVERT
2018,9,2018-09-12,IVEE,10,CC,1.25,-99999,14.0833333333333,2.1125,2.1125,0.908375,Chondracanthus corymbiferus; Chondracanthus exasperatus,-99999,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,CESP,0,-99999,0,0,0,0,Cellaria diffusa; Cellaria mandibulata,-99999,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
2018,9,2018-09-12,IVEE,10,CF,0,-99999,0,0,0,0,Callophyllis flabellulata,-99999,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,ALGAE,SESSILE,SOLITARY,UNDERSTORY ALGAE
2018,9,2018-09-12,IVEE,10,CHOV,-99999,0,0,0,0,0,Chaceia ovoidea,Wart-Neck Piddock,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Chaceia,INVERT,SESSILE,AGGREGATED,SESSILE INVERT
