YEAR,MONTH,DATE,SITE,TRANSECT,QUAD,SIDE,SUBSTRATE_TYPE,PERCENT_COVER
2012,7,2012-07-20,CARP,4,20,O,B,100
2012,7,2012-07-20,CARP,4,40,I,B,90
2012,7,2012-07-20,CARP,4,40,O,B,100
2012,7,2012-07-20,CARP,5,20,I,B,80
2012,7,2012-07-20,CARP,5,20,O,B,85
2012,7,2012-07-20,CARP,5,40,I,B,75
2012,7,2012-07-20,CARP,5,40,O,B,85
2012,7,2012-07-20,CARP,6,20,I,B,100
2012,7,2012-07-20,CARP,6,20,O,B,100
2012,7,2012-07-20,CARP,6,40,I,B,75
2012,7,2012-07-20,CARP,6,40,O,B,70
2012,7,2012-07-20,CARP,7,20,I,B,100
2012,7,2012-07-20,CARP,7,20,O,B,100
2012,7,2012-07-20,CARP,7,40,I,B,95
2012,7,2012-07-20,CARP,7,40,O,B,95
2012,7,2012-07-20,CARP,8,20,I,B,75
2012,7,2012-07-20,CARP,8,20,O,B,70
2012,7,2012-07-20,CARP,8,40,I,B,95
2012,7,2012-07-20,CARP,8,40,O,B,95
2012,7,2012-07-23,SCDI,2,20,I,B,75
2012,7,2012-07-23,SCDI,2,20,O,B,85
2012,7,2012-07-23,SCDI,2,40,I,B,100
2012,7,2012-07-23,SCDI,2,40,O,B,100
2012,7,2012-07-23,SCDI,3,20,I,B,60
2012,7,2012-07-23,SCDI,3,20,O,B,65
2012,7,2012-07-23,SCDI,3,40,I,B,100
2012,7,2012-07-23,SCDI,3,40,O,B,100
2012,7,2012-07-23,SCTW,2,20,I,B,85
2012,7,2012-07-23,SCTW,2,20,O,B,75
2012,7,2012-07-23,SCTW,2,40,I,B,75
2012,7,2012-07-23,SCTW,2,40,O,B,90
2012,7,2012-07-23,SCTW,3,20,I,B,0
2012,7,2012-07-23,SCTW,3,20,O,B,0
2012,7,2012-07-23,SCTW,3,40,I,B,0
2012,7,2012-07-23,SCTW,3,40,O,B,5
2012,7,2012-07-24,AHND,1,20,I,B,0
2012,7,2012-07-24,AHND,1,20,O,B,0
2012,7,2012-07-24,AHND,1,40,I,B,0
2012,7,2012-07-24,AHND,1,40,O,B,0
2012,7,2012-07-24,AHND,2,20,I,B,30
2012,7,2012-07-24,AHND,2,20,O,B,35
2012,7,2012-07-24,AHND,2,40,I,B,60
2012,7,2012-07-24,AHND,2,40,O,B,65
2012,7,2012-07-24,BULL,1,20,I,B,60
2012,7,2012-07-24,BULL,1,20,O,B,60
2012,7,2012-07-24,BULL,1,40,I,B,60
2012,7,2012-07-24,BULL,1,40,O,B,40
2012,7,2012-07-24,BULL,3,20,I,B,90
2012,7,2012-07-24,BULL,3,20,O,B,75
2012,7,2012-07-24,BULL,3,40,I,B,100
2012,7,2012-07-24,BULL,3,40,O,B,75
2012,7,2012-07-24,BULL,6,20,I,B,65
2012,7,2012-07-24,BULL,6,20,O,B,55
2012,7,2012-07-24,BULL,6,40,I,B,65
2012,7,2012-07-24,BULL,6,40,O,B,55
2012,7,2012-07-25,AQUE,1,20,I,B,90
2012,7,2012-07-25,AQUE,1,20,O,B,90
2012,7,2012-07-25,AQUE,1,40,I,B,80
2012,7,2012-07-25,AQUE,1,40,O,B,75
2012,7,2012-07-25,AQUE,2,20,I,B,75
2012,7,2012-07-25,AQUE,2,20,O,B,75
2012,7,2012-07-25,AQUE,2,40,I,B,70
2012,7,2012-07-25,AQUE,2,40,O,B,75
2012,7,2012-07-25,AQUE,3,20,I,B,35
2012,7,2012-07-25,AQUE,3,20,O,B,25
2012,7,2012-07-25,AQUE,3,40,I,B,35
2012,7,2012-07-25,AQUE,3,40,O,B,30
2012,7,2012-07-25,AQUE,4,20,I,B,90
2012,7,2012-07-25,AQUE,4,20,O,B,90
2012,7,2012-07-25,AQUE,4,40,I,B,30
2012,7,2012-07-25,AQUE,4,40,O,B,95
2012,7,2012-07-25,AQUE,5,20,I,B,80
2012,7,2012-07-25,AQUE,5,20,O,B,60
2012,7,2012-07-25,AQUE,5,40,I,B,75
2012,7,2012-07-25,AQUE,5,40,O,B,85
2012,7,2012-07-25,AQUE,6,20,I,B,65
2012,7,2012-07-25,AQUE,6,20,O,B,60
2012,7,2012-07-25,AQUE,6,40,I,B,70
2012,7,2012-07-25,AQUE,6,40,O,B,50
2013,7,2013-07-17,CARP,4,20,I,B,85
2013,7,2013-07-17,CARP,4,20,O,B,75
2013,7,2013-07-17,CARP,4,40,I,B,90
2013,7,2013-07-17,CARP,4,40,O,B,70
2013,7,2013-07-17,CARP,7,20,I,B,95
2013,7,2013-07-17,CARP,7,20,O,B,100
2013,7,2013-07-17,CARP,7,40,I,B,75
2013,7,2013-07-17,CARP,7,40,O,B,75
2013,7,2013-07-22,CARP,1,20,I,B,100
2013,7,2013-07-22,CARP,1,20,O,B,100
2013,7,2013-07-22,CARP,1,40,I,B,100
2013,7,2013-07-22,CARP,1,40,O,B,95
2013,7,2013-07-22,CARP,2,20,I,B,100
2013,7,2013-07-22,CARP,2,20,O,B,85
2013,7,2013-07-22,CARP,2,40,I,B,85
2013,7,2013-07-22,CARP,2,40,O,B,90
2013,7,2013-07-22,CARP,3,20,I,B,95
2013,7,2013-07-22,CARP,3,20,O,B,70
2013,7,2013-07-22,CARP,3,40,I,B,65
2013,7,2013-07-22,CARP,3,40,O,B,75
2013,7,2013-07-22,CARP,5,20,I,B,90
2013,7,2013-07-22,CARP,5,20,O,B,55
2013,7,2013-07-22,CARP,5,40,I,B,85
2013,7,2013-07-22,CARP,5,40,O,B,55
2013,7,2013-07-22,CARP,6,20,I,B,90
2013,7,2013-07-22,CARP,6,20,O,B,85
2013,7,2013-07-22,CARP,6,40,I,B,60
2013,7,2013-07-22,CARP,6,40,O,B,25
2013,7,2013-07-22,CARP,8,20,I,B,70
2013,7,2013-07-22,CARP,8,20,O,B,90
2013,7,2013-07-22,CARP,8,40,I,B,95
2013,7,2013-07-22,CARP,8,40,O,B,90
2013,7,2013-07-23,ABUR,1,20,I,B,25
2013,7,2013-07-23,ABUR,1,20,O,B,15
2013,7,2013-07-23,ABUR,1,40,I,B,25
2013,7,2013-07-23,ABUR,1,40,O,B,20
2013,7,2013-07-23,ABUR,2,20,I,B,0
2013,7,2013-07-23,ABUR,2,20,O,B,0
2013,7,2013-07-23,ABUR,2,40,I,B,10
2013,7,2013-07-23,ABUR,2,40,O,B,0
2013,7,2013-07-23,MOHK,1,20,I,B,95
2013,7,2013-07-23,MOHK,1,20,O,B,90
2013,7,2013-07-23,MOHK,1,40,I,B,100
2013,7,2013-07-23,MOHK,1,40,O,B,95
2013,7,2013-07-23,MOHK,2,20,I,B,100
2013,7,2013-07-23,MOHK,2,20,O,B,90
2013,7,2013-07-23,MOHK,2,40,I,B,100
2013,7,2013-07-23,MOHK,2,40,O,B,95
2013,7,2013-07-24,GOLB,1,20,I,B,45
2013,7,2013-07-24,GOLB,1,20,O,B,40
2013,7,2013-07-24,GOLB,1,40,I,B,30
2013,7,2013-07-24,GOLB,1,40,O,B,30
2013,7,2013-07-24,GOLB,2,20,I,B,25
2013,7,2013-07-24,GOLB,2,20,O,B,25
2013,7,2013-07-24,GOLB,2,40,I,B,5
2013,7,2013-07-24,GOLB,2,40,O,B,15
2013,7,2013-07-24,IVEE,1,20,I,B,75
2013,7,2013-07-24,IVEE,1,20,O,B,65
2013,7,2013-07-24,IVEE,1,40,I,B,95
2013,7,2013-07-24,IVEE,1,40,O,B,70
2013,7,2013-07-24,IVEE,2,20,I,B,90
2013,7,2013-07-24,IVEE,2,20,O,B,80
2013,7,2013-07-24,IVEE,2,40,I,B,75
2013,7,2013-07-24,IVEE,2,40,O,B,80
2013,7,2013-07-24,IVEE,3,20,I,B,45
2013,7,2013-07-24,IVEE,3,20,O,B,65
2013,7,2013-07-24,IVEE,3,40,I,B,40
2013,7,2013-07-24,IVEE,3,40,O,B,30
2013,7,2013-07-24,IVEE,5,20,I,B,55
2013,7,2013-07-24,IVEE,5,20,O,B,50
2013,7,2013-07-24,IVEE,5,40,I,B,45
2013,7,2013-07-24,IVEE,5,40,O,B,70
2013,7,2013-07-24,IVEE,6,20,I,B,50
2013,7,2013-07-24,IVEE,6,20,O,B,55
2013,7,2013-07-24,IVEE,6,40,I,B,30
2013,7,2013-07-24,IVEE,6,40,O,B,30
2013,7,2013-07-24,IVEE,7,20,I,B,75
2013,7,2013-07-24,IVEE,7,20,O,B,60
2013,7,2013-07-24,IVEE,7,40,I,B,70
2013,7,2013-07-24,IVEE,7,40,O,B,70
2013,7,2013-07-24,IVEE,8,20,I,B,70
2013,7,2013-07-24,IVEE,8,20,O,B,45
2013,7,2013-07-24,IVEE,8,40,I,B,65
2013,7,2013-07-24,IVEE,8,40,O,B,55
2013,7,2013-07-25,AQUE,1,20,I,B,80
2013,7,2013-07-25,AQUE,1,20,O,B,85
2013,7,2013-07-25,AQUE,1,40,I,B,75
2013,7,2013-07-25,AQUE,1,40,O,B,85
2013,7,2013-07-25,AQUE,2,20,I,B,80
2013,7,2013-07-25,AQUE,2,20,O,B,85
2013,7,2013-07-25,AQUE,2,40,I,B,70
2013,7,2013-07-25,AQUE,2,40,O,B,75
2013,7,2013-07-25,AQUE,3,20,I,B,0
2013,7,2013-07-25,AQUE,3,20,O,B,0
2013,7,2013-07-25,AQUE,3,40,I,B,0
2013,7,2013-07-25,AQUE,3,40,O,B,0
2013,7,2013-07-25,AQUE,4,20,I,B,90
2013,7,2013-07-25,AQUE,4,20,O,B,75
2013,7,2013-07-25,AQUE,4,40,I,B,80
2013,7,2013-07-25,AQUE,4,40,O,B,90
2013,7,2013-07-25,AQUE,5,20,I,B,80
2013,7,2013-07-25,AQUE,5,20,O,B,90
2013,7,2013-07-25,AQUE,5,40,I,B,75
2013,7,2013-07-25,AQUE,5,40,O,B,85
2013,7,2013-07-25,AQUE,6,20,I,B,95
2013,7,2013-07-25,AQUE,6,20,O,B,75
2013,7,2013-07-25,AQUE,6,40,I,B,75
2013,7,2013-07-25,AQUE,6,40,O,B,70
2013,7,2013-07-26,NAPL,5,20,I,B,100
2013,7,2013-07-26,NAPL,5,20,O,B,90
2013,7,2013-07-26,NAPL,5,40,I,B,85
2013,7,2013-07-26,NAPL,5,40,O,B,85
2013,7,2013-07-26,NAPL,6,20,I,B,95
2013,7,2013-07-26,NAPL,6,20,O,B,95
2013,7,2013-07-26,NAPL,6,40,I,B,85
2013,7,2013-07-26,NAPL,6,40,O,B,90
2013,7,2013-07-26,NAPL,7,20,I,B,95
2013,7,2013-07-26,NAPL,7,20,O,B,85
2013,7,2013-07-26,NAPL,7,40,I,B,100
2013,7,2013-07-26,NAPL,7,40,O,B,95
2013,7,2013-07-26,NAPL,8,20,I,B,100
2013,7,2013-07-26,NAPL,8,20,O,B,100
2013,7,2013-07-26,NAPL,8,40,I,B,80
2013,7,2013-07-26,NAPL,8,40,O,B,95
2013,7,2013-07-29,SCDI,2,20,I,B,85
2013,7,2013-07-29,SCDI,2,20,O,B,75
2013,7,2013-07-29,SCDI,2,40,I,B,90
2013,7,2013-07-29,SCDI,2,40,O,B,85
2013,7,2013-07-29,SCDI,3,20,I,B,70
2013,7,2013-07-29,SCDI,3,20,O,B,75
2013,7,2013-07-29,SCDI,3,40,I,B,100
2013,7,2013-07-29,SCDI,3,40,O,B,100
2013,7,2013-07-29,SCTW,2,20,I,B,25
2013,7,2013-07-29,SCTW,2,20,O,B,25
2013,7,2013-07-29,SCTW,2,40,I,B,45
2013,7,2013-07-29,SCTW,2,40,O,B,30
2013,7,2013-07-29,SCTW,3,20,I,B,0
2013,7,2013-07-29,SCTW,3,20,O,B,0
2013,7,2013-07-29,SCTW,3,40,I,B,10
2013,7,2013-07-29,SCTW,3,40,O,B,10
2013,7,2013-07-30,AHND,1,20,I,B,0
2013,7,2013-07-30,AHND,1,20,O,B,0
2013,7,2013-07-30,AHND,1,40,I,B,0
2013,7,2013-07-30,AHND,1,40,O,B,0
2013,7,2013-07-30,AHND,2,20,I,B,45
2013,7,2013-07-30,AHND,2,20,O,B,20
2013,7,2013-07-30,AHND,2,40,I,B,30
2013,7,2013-07-30,AHND,2,40,O,B,45
2013,7,2013-07-30,BULL,1,20,I,B,85
2013,7,2013-07-30,BULL,1,20,O,B,85
2013,7,2013-07-30,BULL,1,40,I,B,70
2013,7,2013-07-30,BULL,1,40,O,B,80
2013,7,2013-07-30,BULL,3,20,I,B,65
2013,7,2013-07-30,BULL,3,20,O,B,75
2013,7,2013-07-30,BULL,3,40,I,B,60
2013,7,2013-07-30,BULL,3,40,O,B,70
2013,7,2013-07-30,BULL,6,20,I,B,95
2013,7,2013-07-30,BULL,6,20,O,B,100
2013,7,2013-07-30,BULL,6,40,I,B,95
2013,7,2013-07-30,BULL,6,40,O,B,85
2013,7,2013-07-31,NAPL,1,20,I,B,100
2013,7,2013-07-31,NAPL,1,20,O,B,100
2013,7,2013-07-31,NAPL,1,40,I,B,95
2013,7,2013-07-31,NAPL,1,40,O,B,90
2013,7,2013-07-31,NAPL,2,20,I,B,100
2013,7,2013-07-31,NAPL,2,20,O,B,100
2013,7,2013-07-31,NAPL,2,40,I,B,100
2013,7,2013-07-31,NAPL,2,40,O,B,100
2013,7,2013-07-31,NAPL,3,20,I,B,85
2013,7,2013-07-31,NAPL,3,20,O,B,90
2013,7,2013-07-31,NAPL,3,40,I,B,100
2013,7,2013-07-31,NAPL,3,40,O,B,100
2013,7,2013-07-31,NAPL,4,20,I,B,0
2013,7,2013-07-31,NAPL,4,20,O,B,0
2013,7,2013-07-31,NAPL,4,40,I,B,0
2013,7,2013-07-31,NAPL,4,40,O,B,0
2014,7,2014-07-16,CARP,1,20,I,B,100
2014,7,2014-07-16,CARP,1,20,O,B,100
2014,7,2014-07-16,CARP,1,40,I,B,100
2014,7,2014-07-16,CARP,1,40,O,B,100
2014,7,2014-07-16,CARP,2,20,I,B,30
2014,7,2014-07-16,CARP,2,20,O,B,35
2014,7,2014-07-16,CARP,2,40,I,B,15
2014,7,2014-07-16,CARP,2,40,O,B,20
2014,7,2014-07-16,CARP,3,20,I,B,95
2014,7,2014-07-16,CARP,3,20,O,B,95
2014,7,2014-07-16,CARP,3,40,I,B,100
2014,7,2014-07-16,CARP,3,40,O,B,80
2014,7,2014-07-16,CARP,4,20,I,B,95
2014,7,2014-07-16,CARP,4,20,O,B,85
2014,7,2014-07-16,CARP,4,40,I,B,85
2014,7,2014-07-16,CARP,4,40,O,B,80
2014,7,2014-07-16,CARP,5,20,I,B,55
2014,7,2014-07-16,CARP,5,20,O,B,70
2014,7,2014-07-16,CARP,5,40,I,B,55
2014,7,2014-07-16,CARP,5,40,O,B,70
2014,7,2014-07-16,CARP,6,20,I,B,80
2014,7,2014-07-16,CARP,6,20,O,B,65
2014,7,2014-07-16,CARP,6,40,I,B,85
2014,7,2014-07-16,CARP,6,40,O,B,70
2014,7,2014-07-16,CARP,7,20,I,B,85
2014,7,2014-07-16,CARP,7,20,O,B,95
2014,7,2014-07-16,CARP,7,40,I,B,65
2014,7,2014-07-16,CARP,7,40,O,B,75
2014,7,2014-07-16,CARP,8,20,I,B,45
2014,7,2014-07-16,CARP,8,20,O,B,80
2014,7,2014-07-16,CARP,8,40,I,B,60
2014,7,2014-07-16,CARP,8,40,O,B,65
2014,7,2014-07-17,AHND,1,20,I,B,0
2014,7,2014-07-17,AHND,1,20,O,B,0
2014,7,2014-07-17,AHND,1,40,I,B,0
2014,7,2014-07-17,AHND,1,40,O,B,0
2014,7,2014-07-17,AHND,2,20,I,B,80
2014,7,2014-07-17,AHND,2,20,O,B,70
2014,7,2014-07-17,AHND,2,40,I,B,45
2014,7,2014-07-17,AHND,2,40,O,B,70
2014,7,2014-07-17,AQUE,1,20,I,B,85
2014,7,2014-07-17,AQUE,1,20,O,B,100
2014,7,2014-07-17,AQUE,1,40,I,B,55
2014,7,2014-07-17,AQUE,1,40,O,B,50
2014,7,2014-07-17,AQUE,2,20,I,B,65
2014,7,2014-07-17,AQUE,2,20,O,B,75
2014,7,2014-07-17,AQUE,2,40,I,B,70
2014,7,2014-07-17,AQUE,2,40,O,B,95
2014,7,2014-07-17,AQUE,6,20,I,B,65
2014,7,2014-07-17,AQUE,6,20,O,B,35
2014,7,2014-07-17,AQUE,6,40,I,B,55
2014,7,2014-07-17,AQUE,6,40,O,B,55
2014,7,2014-07-17,BULL,6,20,I,B,90
2014,7,2014-07-17,BULL,6,20,O,B,80
2014,7,2014-07-17,BULL,6,40,I,B,35
2014,7,2014-07-17,BULL,6,40,O,B,50
2014,7,2014-07-18,ABUR,1,20,I,B,35
2014,7,2014-07-18,ABUR,1,20,O,B,30
2014,7,2014-07-18,ABUR,1,40,I,B,35
2014,7,2014-07-18,ABUR,1,40,O,B,25
2014,7,2014-07-18,ABUR,2,20,I,B,0
2014,7,2014-07-18,ABUR,2,20,O,B,0
2014,7,2014-07-18,ABUR,2,40,I,B,0
2014,7,2014-07-18,ABUR,2,40,O,B,0
2014,7,2014-07-18,GOLB,1,20,I,B,40
2014,7,2014-07-18,GOLB,1,20,O,B,35
2014,7,2014-07-18,GOLB,1,40,I,B,60
2014,7,2014-07-18,GOLB,1,40,O,B,80
2014,7,2014-07-18,GOLB,2,20,I,B,30
2014,7,2014-07-18,GOLB,2,20,O,B,30
2014,7,2014-07-18,GOLB,2,40,I,B,5
2014,7,2014-07-18,GOLB,2,40,O,B,25
2014,7,2014-07-18,MOHK,1,20,I,B,100
2014,7,2014-07-18,MOHK,1,20,O,B,95
2014,7,2014-07-18,MOHK,1,40,I,B,100
2014,7,2014-07-18,MOHK,1,40,O,B,100
2014,7,2014-07-18,MOHK,2,20,I,B,95
2014,7,2014-07-18,MOHK,2,20,O,B,95
2014,7,2014-07-18,MOHK,2,40,I,B,100
2014,7,2014-07-18,MOHK,2,40,O,B,100
2014,7,2014-07-21,IVEE,1,20,I,B,90
2014,7,2014-07-21,IVEE,1,20,O,B,95
2014,7,2014-07-21,IVEE,1,40,I,B,90
2014,7,2014-07-21,IVEE,1,40,O,B,80
2014,7,2014-07-21,IVEE,2,20,I,B,85
2014,7,2014-07-21,IVEE,2,20,O,B,80
2014,7,2014-07-21,IVEE,2,40,I,B,90
2014,7,2014-07-21,IVEE,2,40,O,B,95
2014,7,2014-07-21,IVEE,3,20,I,B,80
2014,7,2014-07-21,IVEE,3,20,O,B,90
2014,7,2014-07-21,IVEE,3,40,I,B,90
2014,7,2014-07-21,IVEE,3,40,O,B,75
2014,7,2014-07-21,IVEE,5,20,I,B,85
2014,7,2014-07-21,IVEE,5,20,O,B,100
2014,7,2014-07-21,IVEE,5,40,I,B,90
2014,7,2014-07-21,IVEE,5,40,O,B,80
2014,7,2014-07-21,IVEE,6,20,I,B,85
2014,7,2014-07-21,IVEE,6,20,O,B,100
2014,7,2014-07-21,IVEE,6,40,I,B,95
2014,7,2014-07-21,IVEE,6,40,O,B,90
2014,7,2014-07-21,IVEE,7,20,I,B,65
2014,7,2014-07-21,IVEE,7,20,O,B,30
2014,7,2014-07-21,IVEE,7,40,I,B,40
2014,7,2014-07-21,IVEE,7,40,O,B,35
2014,7,2014-07-21,IVEE,8,20,I,B,30
2014,7,2014-07-21,IVEE,8,20,O,B,30
2014,7,2014-07-21,IVEE,8,40,I,B,50
2014,7,2014-07-21,IVEE,8,40,O,B,30
2014,7,2014-07-22,SCDI,2,20,I,B,40
2014,7,2014-07-22,SCDI,2,20,O,B,45
2014,7,2014-07-22,SCDI,2,40,I,B,95
2014,7,2014-07-22,SCDI,2,40,O,B,95
2014,7,2014-07-22,SCDI,3,20,I,B,70
2014,7,2014-07-22,SCDI,3,20,O,B,75
2014,7,2014-07-22,SCDI,3,40,I,B,100
2014,7,2014-07-22,SCDI,3,40,O,B,100
2014,7,2014-07-22,SCTW,2,20,I,B,15
2014,7,2014-07-22,SCTW,2,20,O,B,5
2014,7,2014-07-22,SCTW,2,40,I,B,45
2014,7,2014-07-22,SCTW,2,40,O,B,35
2014,7,2014-07-22,SCTW,3,20,I,B,70
2014,7,2014-07-22,SCTW,3,20,O,B,75
2014,7,2014-07-22,SCTW,3,40,I,B,15
2014,7,2014-07-22,SCTW,3,40,O,B,5
2014,7,2014-07-23,AQUE,3,20,I,B,15
2014,7,2014-07-23,AQUE,3,20,O,B,15
2014,7,2014-07-23,AQUE,3,40,I,B,10
2014,7,2014-07-23,AQUE,3,40,O,B,10
2014,7,2014-07-23,AQUE,4,20,I,B,45
2014,7,2014-07-23,AQUE,4,20,O,B,55
2014,7,2014-07-23,AQUE,4,40,I,B,95
2014,7,2014-07-23,AQUE,4,40,O,B,95
2014,7,2014-07-23,AQUE,5,20,I,B,100
2014,7,2014-07-23,AQUE,5,20,O,B,100
2014,7,2014-07-23,AQUE,5,40,I,B,100
2014,7,2014-07-23,AQUE,5,40,O,B,100
2014,7,2014-07-23,BULL,1,20,I,B,20
2014,7,2014-07-23,BULL,1,20,O,B,20
2014,7,2014-07-23,BULL,1,40,I,B,55
2014,7,2014-07-23,BULL,1,40,O,B,55
2014,7,2014-07-23,BULL,3,20,I,B,55
2014,7,2014-07-23,BULL,3,20,O,B,40
2014,7,2014-07-23,BULL,3,40,I,B,60
2014,7,2014-07-23,BULL,3,40,O,B,70
2014,7,2014-07-24,NAPL,1,20,I,B,100
2014,7,2014-07-24,NAPL,1,20,O,B,100
2014,7,2014-07-24,NAPL,1,40,I,B,100
2014,7,2014-07-24,NAPL,1,40,O,B,100
2014,7,2014-07-24,NAPL,2,20,I,B,100
2014,7,2014-07-24,NAPL,2,20,O,B,100
2014,7,2014-07-24,NAPL,2,40,I,B,100
2014,7,2014-07-24,NAPL,2,40,O,B,100
2014,7,2014-07-24,NAPL,3,20,I,B,85
2014,7,2014-07-24,NAPL,3,20,O,B,90
2014,7,2014-07-24,NAPL,3,40,I,B,100
2014,7,2014-07-24,NAPL,3,40,O,B,100
2014,7,2014-07-24,NAPL,4,20,I,B,0
2014,7,2014-07-24,NAPL,4,20,O,B,0
2014,7,2014-07-24,NAPL,4,40,I,B,0
2014,7,2014-07-24,NAPL,4,40,O,B,0
2014,7,2014-07-24,NAPL,5,20,I,B,100
2014,7,2014-07-24,NAPL,5,20,O,B,85
2014,7,2014-07-24,NAPL,5,40,I,B,95
2014,7,2014-07-24,NAPL,5,40,O,B,95
2014,7,2014-07-24,NAPL,6,20,I,B,100
2014,7,2014-07-24,NAPL,6,20,O,B,95
2014,7,2014-07-24,NAPL,6,40,I,B,90
2014,7,2014-07-24,NAPL,6,40,O,B,95
2014,7,2014-07-24,NAPL,7,20,I,B,100
2014,7,2014-07-24,NAPL,7,20,O,B,100
2014,7,2014-07-24,NAPL,7,40,I,B,100
2014,7,2014-07-24,NAPL,7,40,O,B,100
2014,7,2014-07-24,NAPL,8,20,I,B,100
2014,7,2014-07-24,NAPL,8,20,O,B,100
2014,7,2014-07-24,NAPL,8,40,I,B,90
2014,7,2014-07-24,NAPL,8,40,O,B,100
2015,7,2015-07-20,ABUR,1,20,I,B,80
2015,7,2015-07-20,ABUR,1,20,O,B,65
2015,7,2015-07-20,ABUR,1,40,I,B,50
2015,7,2015-07-20,ABUR,1,40,O,B,55
2015,7,2015-07-20,ABUR,2,20,I,B,0
2015,7,2015-07-20,ABUR,2,20,O,B,5
2015,7,2015-07-20,ABUR,2,40,I,B,0
2015,7,2015-07-20,ABUR,2,40,O,B,0
2015,7,2015-07-20,MOHK,1,20,I,B,85
2015,7,2015-07-20,MOHK,1,20,O,B,85
2015,7,2015-07-20,MOHK,1,40,I,B,85
2015,7,2015-07-20,MOHK,1,40,O,B,90
2015,7,2015-07-20,MOHK,2,20,I,B,80
2015,7,2015-07-20,MOHK,2,20,O,B,90
2015,7,2015-07-20,MOHK,2,40,I,B,95
2015,7,2015-07-20,MOHK,2,40,O,B,95
2015,7,2015-07-21,SCDI,2,20,I,B,30
2015,7,2015-07-21,SCDI,2,20,O,B,15
2015,7,2015-07-21,SCDI,2,40,I,B,85
2015,7,2015-07-21,SCDI,2,40,O,B,95
2015,7,2015-07-21,SCDI,3,20,I,B,25
2015,7,2015-07-21,SCDI,3,20,O,B,30
2015,7,2015-07-21,SCDI,3,40,I,B,90
2015,7,2015-07-21,SCDI,3,40,O,B,85
2015,7,2015-07-21,SCTW,2,20,I,B,100
2015,7,2015-07-21,SCTW,2,20,O,B,100
2015,7,2015-07-21,SCTW,2,40,I,B,80
2015,7,2015-07-21,SCTW,2,40,O,B,85
2015,7,2015-07-21,SCTW,3,20,I,B,95
2015,7,2015-07-21,SCTW,3,20,O,B,90
2015,7,2015-07-21,SCTW,3,40,I,B,65
2015,7,2015-07-21,SCTW,3,40,O,B,55
2015,7,2015-07-22,AHND,1,20,I,B,0
2015,7,2015-07-22,AHND,1,20,O,B,0
2015,7,2015-07-22,AHND,1,40,I,B,0
2015,7,2015-07-22,AHND,1,40,O,B,0
2015,7,2015-07-22,AHND,2,20,I,B,70
2015,7,2015-07-22,AHND,2,20,O,B,50
2015,7,2015-07-22,AHND,2,40,I,B,20
2015,7,2015-07-22,AHND,2,40,O,B,35
2015,7,2015-07-22,BULL,1,20,I,B,20
2015,7,2015-07-22,BULL,1,20,O,B,25
2015,7,2015-07-22,BULL,1,40,I,B,5
2015,7,2015-07-22,BULL,1,40,O,B,20
2015,7,2015-07-22,BULL,3,20,I,B,25
2015,7,2015-07-22,BULL,3,20,O,B,35
2015,7,2015-07-22,BULL,3,40,I,B,15
2015,7,2015-07-22,BULL,3,40,O,B,0
2015,7,2015-07-22,BULL,6,20,I,B,85
2015,7,2015-07-22,BULL,6,20,O,B,75
2015,7,2015-07-22,BULL,6,40,I,B,45
2015,7,2015-07-22,BULL,6,40,O,B,35
2015,7,2015-07-23,AQUE,1,20,I,B,90
2015,7,2015-07-23,AQUE,1,20,O,B,95
2015,7,2015-07-23,AQUE,1,40,I,B,70
2015,7,2015-07-23,AQUE,1,40,O,B,70
2015,7,2015-07-23,AQUE,2,20,I,B,90
2015,7,2015-07-23,AQUE,2,20,O,B,100
2015,7,2015-07-23,AQUE,2,40,I,B,80
2015,7,2015-07-23,AQUE,2,40,O,B,70
2015,7,2015-07-23,AQUE,3,20,I,B,0
2015,7,2015-07-23,AQUE,3,20,O,B,0
2015,7,2015-07-23,AQUE,3,40,I,B,0
2015,7,2015-07-23,AQUE,3,40,O,B,0
2015,7,2015-07-23,AQUE,4,20,I,B,15
2015,7,2015-07-23,AQUE,4,20,O,B,25
2015,7,2015-07-23,AQUE,4,40,I,B,65
2015,7,2015-07-23,AQUE,4,40,O,B,80
2015,7,2015-07-23,AQUE,5,20,I,B,90
2015,7,2015-07-23,AQUE,5,20,O,B,95
2015,7,2015-07-23,AQUE,5,40,I,B,95
2015,7,2015-07-23,AQUE,5,40,O,B,90
2015,7,2015-07-23,AQUE,6,20,I,B,70
2015,7,2015-07-23,AQUE,6,20,O,B,70
2015,7,2015-07-23,AQUE,6,40,I,B,75
2015,7,2015-07-23,AQUE,6,40,O,B,80
2015,7,2015-07-24,IVEE,1,20,I,B,55
2015,7,2015-07-24,IVEE,1,20,O,B,75
2015,7,2015-07-24,IVEE,1,40,I,B,65
2015,7,2015-07-24,IVEE,1,40,O,B,50
2015,7,2015-07-24,IVEE,2,20,I,B,50
2015,7,2015-07-24,IVEE,2,20,O,B,85
2015,7,2015-07-24,IVEE,2,40,I,B,70
2015,7,2015-07-24,IVEE,2,40,O,B,70
2015,7,2015-07-24,IVEE,5,20,I,B,100
2015,7,2015-07-24,IVEE,5,20,O,B,95
2015,7,2015-07-24,IVEE,5,40,I,B,95
2015,7,2015-07-24,IVEE,5,40,O,B,90
2015,7,2015-07-27,NAPL,1,20,I,B,100
2015,7,2015-07-27,NAPL,1,20,O,B,100
2015,7,2015-07-27,NAPL,1,40,I,B,100
