YEAR,MONTH,DATE,SITE,TRANSECT,DISTANCE,SIDE,SP_CODE,POSITION,SUBSTRTE,SAND_DEPTH,OBS_CODE,NOTES,ENTERED_BY,CHECKED_BY
2018,9,9/11/2018,STEP,1,21,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,21,O,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,22,O,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,23,O,AR,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,24,O,MUCA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,25,O,DIOR,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,26,O,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,27,O,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,28,O,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,29,O,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,30,O,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,31,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,32,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,33,O,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,34,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,35,O,AS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,36,O,MUCA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,37,O,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,38,O,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,39,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,39,O,R,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,1,40,O,EUPO,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,1,I,DL,1,S,2,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,2,I,GS,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,2,I,AU,2,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,3,I,DL,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,4,I,DL,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,5,I,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,6,I,.,1,S,2,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,7,I,DIOR,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,8,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,9,I,CF,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,10,I,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,10,I,UT,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,11,I,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,12,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,13,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,14,I,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,15,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,16,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,17,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,17,I,PA,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,18,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,18,I,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,19,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,20,I,TC,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,21,I,SE,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,22,I,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,23,I,EC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,24,I,PACA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,25,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,26,I,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,27,I,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,28,I,SE,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,29,I,NA,1,BM,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,30,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,31,I,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,32,I,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,33,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,33,I,AU,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,34,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,35,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,35,I,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,36,I,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,37,I,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,37,I,AU,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,38,I,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,39,I,STMO,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,39,I,CYOS,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,40,I,EC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,1,O,DL,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,2,O,DL,1,S,2,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,3,O,GYSP,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,3,O,CYOS,2,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,4,O,GS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,5,O,BF,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,6,O,DIOR,1,S,2,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,7,O,DIOR,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,8,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,9,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,10,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,10,O,CYOS,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,11,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,11,O,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,12,O,EH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,13,O,.,1,S,2,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,14,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,15,O,.,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,16,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,17,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,18,O,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,19,O,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,20,O,EC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,21,O,ANSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,22,O,EC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,23,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,23,O,PA,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,24,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,25,O,RAT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,26,O,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,27,O,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,28,O,PACA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,29,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,29,O,AU,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,30,O,CESP,1,BM,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,31,O,AU,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,32,O,SABW,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,33,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,33,O,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,34,O,.,1,C,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,35,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,36,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,37,O,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,38,O,RAT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,38,O,BN,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,39,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,40,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,2,40,O,CYOS,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,1,I,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,2,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,3,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,4,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,5,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,6,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,7,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,8,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,9,I,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,10,I,STMO,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,11,I,LX,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,12,I,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,13,I,CZ,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,14,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,15,I,DIOR,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,15,I,RAT,2,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,16,I,ANSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,17,I,PA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,18,I,GS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,19,I,PA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,19,I,MH,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,20,I,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,21,I,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,22,I,MH,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,22,I,PA,2,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,23,I,MH,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,24,I,NA,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,24,I,AU,2,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,25,I,RAT,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,26,I,GYSP,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,27,I,TC,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,28,I,MH,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,29,I,MH,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,30,I,MH,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,31,I,R,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,32,I,NA,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,33,I,CAL,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,33,I,TC,2,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,34,I,NA,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,35,I,CESP,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,36,I,CC,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,37,I,.,1,S,12,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,38,I,.,1,S,7,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,39,I,NA,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,40,I,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,40,I,CESP,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,1,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,2,O,ECB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,3,O,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,4,O,DIOR,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,5,O,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,6,O,CHPR,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,7,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,8,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,9,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,10,O,UT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,11,O,.,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,12,O,DIOR,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,13,O,DIOR,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,13,O,AU,2,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,14,O,DIOR,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,15,O,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,16,O,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,17,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,18,O,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,19,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,20,O,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,21,O,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,22,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,23,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,24,O,AB,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,25,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,26,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,27,O,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,28,O,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,29,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,29,O,CC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,30,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,30,O,CC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,31,O,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,32,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,32,O,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,33,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,33,O,TC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,34,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,34,O,CC,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,35,O,TC,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,36,O,CESP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,37,O,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,38,O,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,39,O,RAT,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,40,O,R,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,STEP,3,40,O,NA,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,1,I,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,2,I,.,1,S,7,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,3,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,4,I,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,5,I,.,1,S,10,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,6,I,CYOS,1,S,12,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,7,I,CYOS,1,S,10,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,8,I,TC,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,8,I,CYOS,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,9,I,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,9,I,NA,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,10,I,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,11,I,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,11,I,BF,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,12,I,CZ,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,13,I,CC,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,14,I,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,14,I,MH,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,15,I,NA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,16,I,NA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,17,I,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,18,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,19,I,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,20,I,ZOMA,1,S,5,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,21,I,.,1,S,12,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,22,I,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,23,I,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,24,I,DL,1,S,10,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,25,I,.,1,S,5,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,26,I,CYOS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,27,I,PA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,28,I,MH,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,29,I,CYOS,1,BM,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,30,I,.,1,S,10,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,31,I,GS,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,32,I,ZOMA,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,33,I,AU,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,33,I,ZOMA,2,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,34,I,AU,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,34,I,ZOMA,2,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,35,I,ZOMA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,36,I,GS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,37,I,GS,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,37,I,AU,2,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,38,I,CZ,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,39,I,DL,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,40,I,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,1,O,GS,1,S,4,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,2,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,3,O,CYOS,1,S,9,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,4,O,.,1,S,12,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,5,O,.,1,S,10,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,6,O,TC,1,S,11,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,7,O,RAT,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,8,O,MH,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,9,O,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,10,O,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,11,O,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,11,O,NA,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,12,O,NA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,12,O,TC,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,13,O,MH,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,13,O,PA,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,14,O,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,15,O,AS,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,15,O,STIN,2,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,16,O,PA,1,BL,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,17,O,.,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,18,O,.,1,S,3,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,19,O,GS,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,20,O,.,1,.,0,36,no substrate entered\,LM,HD/DB
2018,9,9/11/2018,GOLB,3,21,O,.,1,S,11,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,22,O,.,1,S,6,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,23,O,.,1,S,9,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,24,O,.,1,S,10,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,25,O,.,1,S,4,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,26,O,GS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,27,O,GYSP,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,28,O,FTHR,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,29,O,.,1,S,16,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,30,O,.,1,S,32,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,31,O,.,1,S,8,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,32,O,ZOMA,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,33,O,ZOMA,1,SS,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,34,O,ZOMA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,35,O,UV,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,36,O,GS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,37,O,.,1,S,4,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,38,O,GS,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,39,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/11/2018,GOLB,3,40,O,NA,1,B,0,36,,LM,HD/DB
2018,9,9/13/2018,OAKS,2,1,I,PA,1,BL,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,1,I,CYOS,2,BL,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,2,I,AU,1,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,3,I,GS,1,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,4,I,CZ,1,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,5,I,EC,1,BS,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,5,I,CYOS,2,BS,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,6,I,NA,1,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,6,I,AS,2,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,7,I,AU,1,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,7,I,CYOS,2,BM,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,8,I,.,1,SS,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,9,I,AL,1,BS,0,36,,IG,HD/DB
2018,9,9/13/2018,OAKS,2,10,I,.,1,S,9,36,,IG,HD/DB
