YEAR,MONTH,DATE,SITE,TRANSECT,SP_CODE,DENSITY,WM_GM2,DRY_GM2,AFDM,SCIENTIFIC_NAME,COMMON_NAME,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,GROUP,SURVEY,MOBILITY,GROWTH_MORPH
2018,9,2018-09-10,HORA,2,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,SPUL,0.025,13.94,3.5547,2.8577,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,2,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,ANDA,0,0,0,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,BFRE,0.0375,0.47,0.11985,0.09635,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,CLIN,0,0,0,0,Gibbonsia,Crevice Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,CNIC,0,0,0,0,Rhinogobiops nicholsii,Blackeye Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,COTT,0,0,0,0,Cottidae,Unidentified Sculpin Spp,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,DVAC,0.0375,2.39,0.60945,0.48995,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,EJAC,0.0375,2.37,0.60435,0.48585,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,HCAR,0.0125,0.87,0.22185,0.17835,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,LHIR,0.15,0.0025,0.0006375,0.0005125,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,OCAL,0.1125,4.26,1.0863,0.8733,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,OPIC,0,0,0,0,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,PCLA,0.2,44.18,11.2659,9.0569,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,PFUR,0,0,0,0,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,SPUL,0,0,0,0,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-10,HORA,3,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,ANDA,0,0,0,0,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,CLIN,0.05,0.1,0.0255,0.0205,Gibbonsia,Crevice Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,CNIC,0,0,0,0,Rhinogobiops nicholsii,Blackeye Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,COTT,0,0,0,0,Cottidae,Unidentified Sculpin Spp,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,DVAC,0,0,0,0,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,EJAC,0,0,0,0,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,HCAR,0,0,0,0,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,LHIR,0,0,0,0,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,OCAL,0,0,0,0,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,OPIC,0,0,0,0,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PCLA,0.025,7.54,1.9227,1.5457,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PFUR,0,0,0,0,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SPUL,0,0,0,0,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,GOLB,3,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,ANDA,0.0625,34.49,8.79495,7.07045,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,CLIN,0.0125,0.0775,0.0197625,0.0158875,Gibbonsia,Crevice Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,CNIC,0,0,0,0,Rhinogobiops nicholsii,Blackeye Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,COTT,0,0,0,0,Cottidae,Unidentified Sculpin Spp,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,DVAC,0,0,0,0,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,EJAC,0.0125,4.88,1.2444,1.0004,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,HCAR,0,0,0,0,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,LHIR,0,0,0,0,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,MCAL,0,0,0,0,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,OCAL,0.1125,4.26,1.0863,0.8733,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,OPIC,0.0125,0.0925,0.0235875,0.0189625,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,PCLA,0.1875,82.33,20.99415,16.87765,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,PFUR,0.0375,2.53,0.64515,0.51865,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,SGUT,0.0125,0.26,0.0663,0.0533,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,SPUL,0.0375,17.81,4.54155,3.65105,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,1,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,ANDA,0.325,72.49,18.48495,14.86045,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,BRAY,0,0,0,NA,Myliobatis californica,Bat Ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,CLIN,0.0125,0.02,0.0051,0.0041,Gibbonsia,Crevice Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,CNIC,0,0,0,0,Rhinogobiops nicholsii,Blackeye Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,COTT,0,0,0,0,Cottidae,Unidentified Sculpin Spp,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,DVAC,0,0,0,0,Rhacochilus vacca,Pile Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,EJAC,0,0,0,0,Embiotoca jacksoni,Black Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,HARG,0,0,0,0,Hyperprosopon argenteum,Walleye Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,HCAR,0,0,0,0,Hypsurus caryi,Rainbow Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,HROS,0,0,0,0,Heterostichus rostratus,Giant Kelpfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,HRUB,0,0,0,0,Hypsypops rubicundus,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,HSEM,0,0,0,0,Halichoeres semicinctus ,Rock Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,LHIR,0,0,0,0,Leiocottus hirundo,Lavender Sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,MCAL,0.05,21.48,5.4774,4.4034,Medialuna californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,OCAL,0.15,4.38,1.1169,0.8979,Oxyjulis californica,Senorita,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Oxyjulis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,OPIC,0,0,0,0,Oxylebius pictus,Painted Greenling,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,FISH,CRYPTIC FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,PCAL,0,0,0,0,Paralichthys californicus,California Halibut,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,PCLA,0.2625,56.52,14.4126,11.5866,Paralabrax clathratus,Kelp Bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,PFUR,0,0,0,0,Phanerodon furcatus,White Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,PNEB,0,0,0,0,Paralabrax nebulifer,Barred Sandbass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,RTOX,0,0,0,0,Rhacochilus toxotes,Rubberlip Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,SATR,0,0,0,0,Sebastes atrovirens,Kelp Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,SGUT,0,0,0,0,Scorpaena guttata,California Scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,SPUL,0.0125,2.28,0.5814,0.4674,Semicossyphus pulcher,California Sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,SSER,0,0,0,0,Sebastes serranoides,Olive Rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,2,TSEM,0,0,0,NA,Triakis semifasciata,Leopard Shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,3,ANDA,0.15,97.87,24.95685,20.06335,Anisotremus davidsonii,Sargo,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,3,BFRE,0,0,0,0,Brachyistius frenatus,Kelp Surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,FISH,FISH,MOBILE,SOLITARY
2018,9,2018-09-11,STEP,3,BOTH,0,0,0,0,Bothid,Unidentified Flatfish spp.,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,NA,FISH,FISH,MOBILE,SOLITARY
