"year","month","site","transect","sp_code","percent_cover","density","dry_gm2","scientific_name","common_name","group","mobility","growth_morph","coarse_grouping","id","patch"
2018,7,"CARP",3,"BFRE",NA,0,0,"Brachyistius frenatus","Kelp Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"BLD",NA,0,0,"Lessoniaceae","Blade Unidentified kelp juveniles","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"BN",0,NA,0,"Bugula neritina",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"BO",0,NA,0,"Bossiella orbigniana",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"BOTH",NA,0,0,"Bothid","Unidentified Flatfish spp.","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"BOW",0,NA,0,"Amathia gracilis",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"BR",0,NA,0,"Rhodophyceae","Blady red","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"BRA",0,NA,0,"Rhodophyceae","Branching Red Algae","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"BRAY",NA,0,0,"Myliobatis californica","Bat Ray","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"BRSP",0,NA,0,"Barentsia",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CAGG",NA,0,0,"Cymatogaster aggregata","Shiner Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CAL",0,NA,0,"Calliarthron cheilosporioid",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CAPR",NA,0,0,"Caulolatilus princeps","Ocean Whitefish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CASP",NA,0,0,"Cancer","Cancer Crab","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"CC",0,NA,0,"Chondracanthus ",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CECO",NA,0,0,"Centrostephanus coronatus","Crowned Sea Urchin","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"CESP",0,NA,0,"Cellaria",NA,"INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CF",0,NA,0,"Callophyllis flabellulata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CG",0,NA,0,"Cladophora graminea",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CHOV",NA,15.3333333333333,2725.82943530454,"Chaceia ovoidea","Wart-Neck Piddock","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CHPR",0,NA,0,"Chelyosoma productum","Disc-Top Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CILU",0,NA,0,"Timarete luxuriosa",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CL",0,NA,0,"Clavelina","Light Bulb Tunicate","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CLIN",NA,0,0,"Gibbonsia","Crevice Kelpfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CNIC",NA,0,0,"Rhinogobiops nicholsii","Blackeye Goby","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CO",1.25,NA,2.6625,"Corallina officinalis","Pink Feather Coralline","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"COCA",NA,3.66666666666667,0.819430245207688,"Californiconus californicus","Califonia Cone Snail","INVERT","MOBILE","AGGREGATED","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"COF",0,NA,0,"Codium fragile","Dead Man's Fingers","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"COST",0,NA,0,"Celleporina robertsoniae","Orange Byozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"COTT",NA,0,0,"Cottidae","Unidentified Sculpin Spp","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CP",0,NA,0,"Colpomenia",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CPUN",NA,0,0,"Chromis punctipinnis","Blacksmith","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CRGI",NA,0.025,2.89772555307697,"Crassadoma gigantea","Rock Scallop","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CROC",1.25,NA,0.24422698125,"Crisia occidentalis","White Tuft Bryozoans","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CRYP",0,NA,0,"Cryptopleura",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CSTI",NA,0,0,"Citharichthys stigmaeus","Speckled Sanddab","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CUKE",NA,0,0,"Apostichopus californicus","California Sea Cucumber","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"CUPI",0,NA,0,"Cucumaria piperata","Salt and Pepper Cucumber","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CUSP",NA,0,0,"Cucumaria",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CVEN",NA,0,0,"Cephaloscyllium ventriosum","Swell Shark","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"CY",0,NA,0,"Corynactis californica","Club-Tipped Anemone","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"CYOS",NA,NA,8.375,"Stephanocystis osmundacea",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"CYSP",NA,0,0,"Neobernaya spadicea","Chestnut Cowry","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"CZ",0,NA,0,"Chondracanthus spinosus",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"DC",0,NA,0,"Diaperoforma californica","Southern Staghorn Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"DIL",NA,0,0,"Dermasterias imbricata","Leather Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"DIOR",NA,5,0.271318925,"Diopatra ornata","Ornate Tube Worm","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"DL",0,NA,0,"Desmarestia ligulata","Acid Weed","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"DOFE",0,NA,0,"Dodecaceria fewkesi","Colonial Tube Worm","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"DP",2.5,NA,2.7,"Dictyota",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"DU",0,NA,0,"Dictyopteris undulata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"DVAC",NA,0,0,"Rhacochilus vacca","Pile Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"EA",NA,0,0,"Eisenia arborea","Southern Palm Kelp","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"EC",16.25,NA,5.3625,"Corallinales","Encrusting Coralline","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"ECB",7.5,NA,0.6174262125,"Bryozoa","Encrusting Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"EGME",NA,0,0,"Egregia menziesii","Feather Boa Kelp","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"EJAC",NA,0.0875,3.77145,"Embiotoca jacksoni","Black Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"ELAT",NA,0,0,"Embiotoca lateralis","Striped Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"EMBI",NA,0,0,"Embiotoca","Unidentified Surfperch Spp.","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"ER",0,NA,0,"Rhodophyta","Encrusting red algae","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"ES",0,NA,0,"Demospongiae","Encrusting sponge","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"EUCL",0,NA,0,"Euherdmania claviformis","Tunic-Band Compound Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"EUPO",NA,1,1.80305842606959,"Eudistylia polymorpha","Feather Duster Worm","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"EUQU",NA,0,0,"Eupentacta quinquesemita","White Sea Cucumber","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"FASP",0,NA,0,"Gloiocladia",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"FB",16.25,NA,5.3625,"Ectocarpaceae","Filamentous brown & Diatom Mats","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"FG",0,NA,0,"Chlorophyta","Filamentous green","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"FR",0,NA,0,"Rhodophyta","filamentous red","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"FTHR",0,NA,0,"Ceramiales","Ceramiales Complex: Neoptilota Ptilota Rhodoptilum Pterosiphonia","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"GAGA",NA,0,0,"Galeorhinus galeus","Soupfin Shark","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"GNIG",NA,0,0,"Girella nigricans","Opaleye","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"GR",0,NA,0,"Gelidium","Agarweed","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"GS",0,NA,0,"Gracilaria",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"GYMO",NA,0,0,"Gymnothorax mordax","California Moray","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"GYSP",0,NA,0,"Gymnogongrus",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"HACO",NA,0,0,"Haliotis corrugata","Pink Abalone","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"HAGL",0,NA,0,"Halosaccion glandiforme","Sea Nipples","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"HARG",NA,0,0,"Hyperprosopon argenteum","Walleye Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"HARU",NA,0,0,"Haliotis rufescens","Red Abalone","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"HC",0,NA,0,"Acanthancora cyanocrypta","Cobalt Sponge","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"HCAR",NA,0,0,"Hypsurus caryi","Rainbow Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"HDEC",NA,0,0,"Hexagrammos decagrammus","Kelp Greenling","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"HEFR",NA,0,0,"Heterodontus francisci","Horn Shark","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"HIP",0,NA,0,"Primavelans mexicana","Southern Fluted Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"HPAC",0,NA,0,"Heteropora pacifica","Northern Staghorn Bryozoan","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"HROS",NA,0,0,"Heterostichus rostratus","Giant Kelpfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"HRUB",NA,0,0,"Hypsypops rubicundus","Garibaldi","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"HSEM",NA,0.0125,0.2142,"Halichoeres semicinctus ","Rock Wrasse","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"IR",0,NA,0,"Iridaea",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"KEKE",NA,0.125,24.7274438272814,"Kelletia kelletii","Kellet's Welk","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"LA",NA,0,0,"Lytechinus pictus","White Sea Urchin","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"LAFA",NA,0,0,"Laminaria farlowii","Oar Weed","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"LDAL",NA,0,0,"Lythrypnus dalli","Bluebanded Goby","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"LHIR",NA,0,0,"Leiocottus hirundo","Lavender Sculpin","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"LI",0,NA,0,"Lithothrix","Stone Hair","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"LIGL",NA,0.920833333333333,31.148822507443,"Lithopoma","Wavey Turbin Snail","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"LINU",0,NA,0,"Lissothuria nutriens","Scarlet Sea Cucumber","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"LNUT",0,NA,0,"Leucilla nuttingi","Urn Sponge","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"LOCH",NA,0,0,"Leptogorgia chilensis","Red Gorgonian","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"LOGR",NA,0,0,"Loxorhynchus grandis","Sheep Crab","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"LS",0,NA,0,"Laurencia",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"LX",0,NA,0,"Osmundea spectabilis",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"MAPY",NA,0.0125,1.081,"Macrocystis pyrifera","Giant Kelp","ALGAE","SESSILE","SOLITARY","GIANT KELP","CARP3","148"
2018,7,"CARP",3,"MC",0,NA,0,"Mytilus californianus","California Mussel","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"MCAL",NA,0,0,"Medialuna californiensis","Halfmoon","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"MECR",NA,0.1125,6.2745400153763,"Megathura crenulata","Giant Key Hole Limpet","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"MIID",NA,0,0,"Mitra idae","Ida's Mitre","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"MISE",0,NA,0,"Metridium dianthus","Clonal Plumose Anemone","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"MT",0,NA,0,"Jellyella tuberculata","Encrusting Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"MUCA",NA,0.025,0.20324206904336,"Muricea californica","California Golden Gorgonian","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"MUFR",NA,0,0,"Muricea fruticosa","Brown Gorgonian","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,NA,0,NA,0,"Nienburgia andersoniana",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"NBLA",NA,0,0,"Neoclinus blanchardi ","Sarcastic Fringehead","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"NEO",0,NA,0,"Agardhiella subulata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"NONO",NA,0,0,"Norrisia norrisii","Norris's Topsnail","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"OBSP",0,NA,0,"Obelia","Wine-Glass Hydroid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"OCAL",NA,0,0,"Oxyjulis californica","Senorita","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"OCTO",NA,0.0375,1.04187769979374,"Octopus",NA,"INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"OELO",NA,0,0,"Ophiodon elongatus","Lingcod","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"OKL",NA,0,0,"Orthasterias koehleri","Rainbow Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"OPES",NA,7,10.6785158971582,"Ophioplocus esmarki","Smooth Brittle Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"OPIC",NA,0.0125,0.0988125,"Oxylebius pictus","Painted Greenling","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"OPSP",NA,0,0,"Ophiothrix spiculata","Spiny Brittle Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PA",0,NA,0,"Phragmatopoma californica","Colonial Sand Tube Worm","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PACA",NA,44.3333333333333,3432.52931853192,"Parapholas californica","Scaleside Piddock","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PAFI",NA,0,0,"Pachycerianthus fimbriatus","Tube Dwelling Anemone","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PAIN",NA,0.025,1.95797358076359,"Panulirus interruptus","California Spiny Lobster","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PAPA",NA,0,0,"Apostichopus parvimensis","Warty Sea Cucumber","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PAST",NA,0,0,"Paracyathus stearnsi","Brown Cup Coral","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PBL",NA,0,0,"Pisaster brevispinus","Short Spined Sea Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PCAL",NA,0,0,"Paralichthys californicus","California Halibut","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"PCLA",NA,0.025,0.3009,"Paralabrax clathratus","Kelp Bass","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"PFUR",NA,0,0,"Phanerodon furcatus","White Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"PGL",NA,0,0,"Pisaster giganteus","Giant Spined Sea Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PHL",NA,0,0,"Pycnopodia helianthoides","Sunflower Sea Star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PHOR",0,NA,0,"Phoronida","Phoronid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PHSE",0,NA,0,"Phycodrys setchellii",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"PHSP",0,NA,0,"Phyllactis","Sand Anemone","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PHTO",0,NA,0,"Phyllospadix torreyi","Surfgrass","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"PIEL",0,NA,0,"Pista elongata",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PL",0,NA,0,"Prionitis lanceolata",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"PLAB",0,NA,0,"Phidolopora labiata","Lattice-Work Bryozoan","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PLUM",0,NA,0,"Plumularia","Hydroid","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PNEB",NA,0.025,1.00215,"Paralabrax nebulifer","Barred Sandbass","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"POL",NA,0,0,"Pisaster ochraceus","Ochre sea star","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"POLA",0,NA,0,"Polyneura latissima",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"PONO",NA,0,0,"Porichthys notatus","Plainfin Midshipman","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"POPL",NA,0,0,"Polyclinum planum","Elephant Ear Tunicate","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PRSP",0,NA,0,"Prionitis linearis",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"PRUB",NA,0,0,"Pachythyone rubra",NA,"INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"PTCA",NA,0.0125,0.064375,"Pterygophora californica","Palm Kelp","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"PTTR",NA,0.333333333333333,0.450839987916669,"Pteropurpura trialata","Three-Winged Murex","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PUPR",NA,0,0,"Pugettia producta","Kelp Crab","INVERT","MOBILE","SOLITARY","MOBILE INVERT","CARP3","148"
2018,7,"CARP",3,"PYST",0,NA,0,"Pycnoclavella stanleyi","Yellow Social Turnicate","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"R",0,NA,0,"Rhodymenia californica",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"RAT",0,NA,0,"Rhodophyta","Red algal turf","ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"RPRO",NA,0,0,"Pseudobatos productus","Shovelnose Guitarfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"RTOX",NA,0,0,"Rhacochilus toxotes","Rubberlip Surfperch","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SABW",1.25,NA,0.825263725,"Sabellidae","Sabellid Wom","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"SAFU",0,NA,0,"Sarcodiotheca furcata",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"SAHO",NA,0,0,"Sargassum horneri",NA,"ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"SAMU",NA,0,0,"Sargassum muticum","Wire-weed","ALGAE","SESSILE","SOLITARY","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"SATR",NA,0,0,"Sebastes atrovirens","Kelp Rockfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SAUR",NA,0.0375,0.0561,"Sebastes auriculatus","Brown Rockfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SC",0,NA,0,"Spheciospongia confoederata","Grey Moon Sponge","INVERT","SESSILE","AGGREGATED","SESSILE INVERT","CARP3","148"
2018,7,"CARP",3,"SCAL",NA,0,0,"Squatina californica","Pacific Angel Shark","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SCAR",NA,0,0,"Sebastes carnatus","Gopher Rockfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SCAU",NA,0,0,"Sebastes caurinus","Copper Rockfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SCCA",0,NA,0,"Scinaia confusa",NA,"ALGAE","SESSILE","AGGREGATED","UNDERSTORY ALGAE","CARP3","148"
2018,7,"CARP",3,"SCHR",NA,0,0,"Sebastes chrysomelas","Black and Yellow Rockfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SCSP",NA,0,0,"Sebastes","Young of Year Rockfish","FISH","MOBILE","SOLITARY","FISH","CARP3","148"
2018,7,"CARP",3,"SE",5,NA,2.260467,"Thylacodes squamigerus","Scaled Worm Snail","INVERT","SESSILE","SOLITARY","SESSILE INVERT","CARP3","148"
