YEAR,MONTH,DATE,SITE,TRANSECT,SIDE,QUAD,SP_CODE,COUNT,SIZE,OBS_CODE,NOTES,ENTERED_BY,CHECKED_BY
2018,9,9/12/18,IVEE,11,ON,24,ANSP,3,2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,24,COCA,3,1.1,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,24,PU,4,1.2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,24,CHOV,11,2.2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,24,STMO,2,1.2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,PTL,3,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,PACA,108,1.9,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,DIOR,2,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,ANSP,6,2.2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,COCA,14,1.2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,PU,22,1.3,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,CHOV,3,2,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,MIID,4,1.6,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,OFF,32,STMO,2,0.8,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,PTL,18,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,PTJ,4,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,PACA,37,1.7,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,DIOR,4,.,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,ANSP,3,1.8,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,COCA,7,1,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,11,ON,40,PU,19,1.3,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,0,DIOR,9,.,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,0,MPJ66,1,43,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,0,STMO,3,0.9,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,0,CYJ,1,4,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,0,CHOV,2,3.2,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,0,ANSP,1,4.1,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,8,DIOR,11,.,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,8,CHOV,19,3.4,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,8,ANSP,1,2.8,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,8,PACA,7,1.7,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,8,COCA,3,1.1,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,16,STMO,3,0.8,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,16,CYJ,1,3.9,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,16,CHOV,5,2.4,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,16,PACA,6,1.8,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,16,TESP,2,2.1,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,16,MIID,1,2.3,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,24,DIOR,4,.,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,24,CYJ,1,4.3,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,24,CHOV,8,3.4,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,24,PACA,5,1.9,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,32,DIOR,7,.,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,32,STMO,1,2.1,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,32,CHOV,15,2.8,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,32,ANSP,1,2.3,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,32,PACA,12,1.8,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,OFF,32,COCA,3,1.1,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,40,DIOR,18,.,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,40,PACA,6,1.7,142,,LJ,TW/IG
2018,9,9/14/18,MESA,3,ON,40,COCA,2,1.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,0,DIOR,12,.,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,0,STMO,3,0.9,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,0,COCA,4,1.1,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,DIOR,21,.,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,STMO,3,1.1,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,COCA,27,1.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,LFJ,13,20,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,PTL,3,35,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,ANSP,2,2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,PU,7,1.2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,CHOV,2,3.5,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,PACA,49,1.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,MPJ33,1,10,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,8,TESP,3,1.2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,DIOR,7,.,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,COCA,3,1.2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,LFJ,5,45,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,PTL,5,40,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,ANSP,2,2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,CHOV,2,3.5,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,PACA,17,1.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,16,TESP,3,1.1,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,STMO,8,0.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,COCA,13,1.2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,PTL,5,45,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,OPSP,34,0.4,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,ANSP,4,2.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,PU,18,1.2,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,CHOV,1,3.4,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,PACA,11,1.9,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,MPJ33,5,9,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,24,TESP,9,1.3,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,DIOR,4,.,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,STMO,2,1.4,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,COCA,19,1.1,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,LFJ,3,14,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,PTL,1,40,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,SPL,6,3.7,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,ANSP,2,2.3,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,OFF,32,SKE,3,1.8,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,DIOR,6,.,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,STMO,5,1,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,COCA,13,1.1,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,LFJ,10,22,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,PTJ,1,.,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,PTL,2,35,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,OPSP,75,0.4,142,,LJ,TW/IG
2018,9,9/14/18,LEAD,3,ON,40,CYJ,1,4,142,,LJ,TW/IG
2018,9,9/12/18,IVEE,9,OFF,0,PACA,42,1.9,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,0,LIGS,1,3,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,0,PU,8,1.2,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,0,COCA,5,1,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,0,SPL,4,4.2,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,PACA,34,1.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,DIOR,27,.,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,PU,3,1.3,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,COCA,11,1.1,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,PAFI,1,1.6,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,ANSP,2,1.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,CHOV,2,1.7,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,8,PTJ,1,.,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,PACA,67,1.7,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,DIOR,16,.,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,PU,13,1.3,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,COCA,7,1,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,SPL,1,4,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,BAEL,20,1,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,ANSP,3,2.2,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,CYJ,1,2.4,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,CHOV,2,1.9,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,16,PTJ,2,.,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,PACA,49,1.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,DIOR,27,.,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,LIGS,1,3.4,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,PU,4,1.3,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,COCA,2,1,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,SPL,1,3.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,BAEL,13,1,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,ANSP,2,2.3,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,CYJ,1,3.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,STMO,1,1.2,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,TEAU,1,6.2,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,24,CHOV,2,2,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,PACA,18,2,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,DIOR,13,.,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,LIGS,1,8,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,COCA,4,1,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,BAEL,7,1,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,CYJ,1,4,142,,LJ,
2018,9,9/12/18,IVEE,9,OFF,32,MUCAJ,1,3.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,PACA,27,1.6,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,DIOR,43,.,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,PU,5,1.3,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,BAEL,13,0.9,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,PAFI,1,1.4,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,URLO,1,1.8,142,,LJ,
2018,9,9/12/18,IVEE,9,ON,40,ANSP,1,1.7,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,0,PTL,13,.,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,0,PTJ,3,.,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,0,PACA,4,1.8,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,0,ANSP,2,2.8,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,0,COCA,6,1.1,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,PTL,14,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,PTJ,7,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,PACA,7,1.8,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,ANSP,6,2.2,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,COCA,8,1,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,MIID,2,0.8,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,8,PU,2,1.4,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,16,PTL,37,.,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,16,PTJ,10,.,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,16,ANSP,4,1.8,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,16,COCA,12,1.1,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,16,DIOR,3,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,24,PTL,13,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,24,PTJ,7,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,24,ANSP,3,2,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,24,COCA,18,1.3,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,24,DIOR,4,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,24,STMO,1,1.7,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,32,PTL,31,.,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,32,PTJ,5,.,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,32,PACA,3,1.8,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,32,ANSP,4,2.2,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,32,COCA,11,1.3,142,,LJ,
2018,9,9/12/18,IVEE,10,OFF,32,DIOR,7,.,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,40,PACA,7,1.8,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,40,ANSP,3,2.5,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,40,COCA,15,1.2,142,,LJ,
2018,9,9/12/18,IVEE,10,ON,40,MIID,2,1,142,,LJ,
2018,9,9/14/18,LEAD,1,OFF,0,STMO,8,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,0,ANSP,1,4,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,0,COCA,3,0.9,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,8,COCA,4,1.1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,8,CHOV,23,4,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,8,EGJ,1,43,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,8,NONO,1,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,16,ANSP,1,2.3,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,16,CHOV,3,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,24,COCA,2,1.5,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,24,CHOV,5,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,24,LIGS,1,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,32,STMO,13,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,32,COCA,14,0.9,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,32,CHOV,12,3.5,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,32,MIID,3,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,32,CYJ,2,4,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,OFF,32,DIOR,6,.,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,40,STMO,1,1.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,40,ANSP,1,3.5,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,40,COCA,7,1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,40,CHOV,6,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,40,LIGS,1,2.7,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,1,ON,40,MIID,2,0.7,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,CHOV,12,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,STMO,3,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,DIOR,5,.,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,LFJ,1,14,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,PACA,3,1.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,COCA,4,0.9,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,0,ANSP,4,2.1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,STMO,6,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,COCA,11,1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,ANSP,1,3.1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,MIID,3,0.9,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,LFJ,1,27,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,PTJ,1,.,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,8,EGJ,2,45,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,16,STMO,7,1.2,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,16,DIOR,8,.,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,16,COCA,9,1.3,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,16,SKE,1,2.1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,CHOV,13,4,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,STMO,14,1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,LFJ,4,25,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,PACA,18,2,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,COCA,15,1.3,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,ANSP,8,2.5,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,SPL,15,3.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,CYJ,3,4,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,PU,9,1.1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,MIID,2,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,24,MPJ33,3,30,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,CHOV,23,3.5,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,STMO,3,0.8,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,LFJ,1,22,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,PACA,7,1.9,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,PU,5,1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,MIID,6,1.1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,OFF,32,MPJ33,1,12,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,CHOV,5,3.7,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,STMO,9,1,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,PACA,2,2,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,COCA,17,1.2,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,ANSP,6,3.3,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,SPL,12,4,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,CYJ,3,3.5,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,PU,9,1.2,142,,RZ,TW/IG
2018,9,9/14/18,LEAD,2,ON,40,MIID,2,4.9,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,0,DIOR,6,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,0,COCA,3,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,8,DIOR,62,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,8,COCA,5,1.3,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,8,PTL,3,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,8,STMO,2,1.1,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,16,.,.,.,142,,TW,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,DIOR,64,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,COCA,7,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,CHOV,1,3.4,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,PAFI,3,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,PACA,27,2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,MUCAJ,1,4.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,OPSP,45,1,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,24,STMO,1,1.4,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,DIOR,97,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,COCA,2,1.4,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,SPL,3,3.8,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,CHOV,1,3.5,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,OPES,4,1.3,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,LIGS,2,3.4,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,PAFI,3,1.3,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,OFF,32,PACA,1,1.8,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,DIOR,83,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,SPL,29,4,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,SFL,3,6.1,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,CHOV,1,3.7,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,OPES,7,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,LIGS,1,4.9,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,CYSP,1,3.8,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,1,ON,40,PAFI,1,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,0,SFL,1,6.5,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,0,STMO,3,1.5,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,0,SPL,2,3.8,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,0,OPES,2,1.3,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,0,DIOR,7,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,8,STMO,8,1.6,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,8,DIOR,25,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,8,ANSP,2,2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,16,SFL,2,4.8,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,16,STMO,8,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,16,DIOR,32,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,16,ANSP,3,2.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,24,SFL,1,6,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,24,STMO,4,1.6,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,24,OPES,2,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,24,DIOR,13,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,24,COCA,7,1.2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,24,ANSP,1,2,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,32,STMO,2,1.7,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,32,SPL,2,3.9,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,32,DIOR,19,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,32,OPSP,70,0.8,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,32,CHOV,1,3.7,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,OFF,32,COCA,3,1.4,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,40,STMO,2,1,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,40,SPL,1,3.5,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,40,PTJ,1,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,40,PTL,6,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,40,DIOR,10,.,142,,RZ,TW/IG
2018,9,9/24/18,WOOD,2,ON,40,SKE,1,2.1,142,,RZ,TW/IG
